"","StationCode","Watershed","Date","Parameter","Result","Units","Longitude","Latitude"
"1","ANAB0151@WES","Santa Ana River",2016-05-23,"ENT",4700,"CFU/100 ml",-118.00199,33.82423
"2","ANAB0151@WES","Santa Ana River",2016-05-23,"FC",16000,"CFU/100 ml",-118.00199,33.82423
"3","ANAB0151@WES","Santa Ana River",2016-05-23,"TC",38000,"CFU/100 ml",-118.00199,33.82423
"4","ANAB0151@WES","Santa Ana River",2016-05-23,"AirTemperature",20,"deg C",-118.00199,33.82423
"5","ANAB0151@WES","Santa Ana River",2016-05-23,"Ammonia",0.1,"mg/L",-118.00199,33.82423
"6","ANAB0151@WES","Santa Ana River",2016-05-23,"AnionicSurfactants",0.25,"mg/L",-118.00199,33.82423
"7","ANAB0151@WES","Santa Ana River",2016-05-23,"DaysSinceLastRain",17,"none",-118.00199,33.82423
"8","ANAB0151@WES","Santa Ana River",2016-05-23,"DissolvedCu",0.2,"mg/L",-118.00199,33.82423
"9","ANAB0151@WES","Santa Ana River",2016-05-23,"DissolvedHexCr",0.05,"mg/L",-118.00199,33.82423
"10","ANAB0151@WES","Santa Ana River",2016-05-23,"DO",8.27,"mg/L",-118.00199,33.82423
"11","ANAB0151@WES","Santa Ana River",2016-05-23,"EC",906,"uS/cm",-118.00199,33.82423
"12","ANAB0151@WES","Santa Ana River",2016-05-23,"Hardness",330,"mg/L",-118.00199,33.82423
"13","ANAB0151@WES","Santa Ana River",2016-05-23,"Total Nitrogen",3.4,"mg/L",-118.00199,33.82423
"14","ANAB0151@WES","Santa Ana River",2016-05-23,"pH",8.28,"SU",-118.00199,33.82423
"15","ANAB0151@WES","Santa Ana River",2016-05-23,"PipeDischargeRate",0.029,"cfs",-118.00199,33.82423
"16","ANAB0151@WES","Santa Ana River",2016-05-23,"PipeLeafTime",6.41,"sec/6 ft",-118.00199,33.82423
"17","ANAB0151@WES","Santa Ana River",2016-05-23,"PipeWaterHt",0.065,"ft",-118.00199,33.82423
"18","ANAB0151@WES","Santa Ana River",2016-05-23,"PipeWaterWd",1,"ft",-118.00199,33.82423
"19","ANAB0151@WES","Santa Ana River",2016-05-23,"ReacPhosAsP",0.55,"mg/L",-118.00199,33.82423
"20","ANAB0151@WES","Santa Ana River",2016-05-23,"TotalChlorine",0.04,"mg/L",-118.00199,33.82423
"21","ANAB0151@WES","Santa Ana River",2016-05-23,"Turbidity",1.2,"NTU",-118.00199,33.82423
"22","ANAB0151@WES","Santa Ana River",2016-05-23,"WaterTemperature",20.26,"deg C",-118.00199,33.82423
"23","ANAB0151@WES","Santa Ana River",2016-05-23,"OilAndGrease",5,"mg/L",-118.00199,33.82423
"24","ANAB0151@WES","Santa Ana River",2016-05-23,"Azinphos methyl (Guthion)",10,"ng/L",-118.00199,33.82423
"25","ANAB0151@WES","Santa Ana River",2016-05-23,"Bolstar",10,"ng/L",-118.00199,33.82423
"26","ANAB0151@WES","Santa Ana River",2016-05-23,"Chlorpyrifos",10,"ng/L",-118.00199,33.82423
"27","ANAB0151@WES","Santa Ana River",2016-05-23,"Coumaphos",10,"ng/L",-118.00199,33.82423
"28","ANAB0151@WES","Santa Ana River",2016-05-23,"Demeton-o",10,"ng/L",-118.00199,33.82423
"29","ANAB0151@WES","Santa Ana River",2016-05-23,"Demeton-s",10,"ng/L",-118.00199,33.82423
"30","ANAB0151@WES","Santa Ana River",2016-05-23,"Diazinon",10,"ng/L",-118.00199,33.82423
"31","ANAB0151@WES","Santa Ana River",2016-05-23,"Dichlorvos",10,"ng/L",-118.00199,33.82423
"32","ANAB0151@WES","Santa Ana River",2016-05-23,"Dimethoate",10,"ng/L",-118.00199,33.82423
"33","ANAB0151@WES","Santa Ana River",2016-05-23,"Disulfoton",10,"ng/L",-118.00199,33.82423
"34","ANAB0151@WES","Santa Ana River",2016-05-23,"Ethoprop",10,"ng/L",-118.00199,33.82423
"35","ANAB0151@WES","Santa Ana River",2016-05-23,"Ethyl Parathion",10,"ng/L",-118.00199,33.82423
"36","ANAB0151@WES","Santa Ana River",2016-05-23,"Fensulfothion",10,"ng/L",-118.00199,33.82423
"37","ANAB0151@WES","Santa Ana River",2016-05-23,"Fenthion",10,"ng/L",-118.00199,33.82423
"38","ANAB0151@WES","Santa Ana River",2016-05-23,"Malathion",10,"ng/L",-118.00199,33.82423
"39","ANAB0151@WES","Santa Ana River",2016-05-23,"Merphos",10,"ng/L",-118.00199,33.82423
"40","ANAB0151@WES","Santa Ana River",2016-05-23,"Mevinphos",10,"ng/L",-118.00199,33.82423
"41","ANAB0151@WES","Santa Ana River",2016-05-23,"Naled ",10,"ng/L",-118.00199,33.82423
"42","ANAB0151@WES","Santa Ana River",2016-05-23,"Parathion-methyl",10,"ng/L",-118.00199,33.82423
"43","ANAB0151@WES","Santa Ana River",2016-05-23,"Phorate",10,"ng/L",-118.00199,33.82423
"44","ANAB0151@WES","Santa Ana River",2016-05-23,"Ronnel",10,"ng/L",-118.00199,33.82423
"45","ANAB0151@WES","Santa Ana River",2016-05-23,"Tetrachlorovinphos",10,"ng/L",-118.00199,33.82423
"46","ANAB0151@WES","Santa Ana River",2016-05-23,"Tokuthion",10,"ng/L",-118.00199,33.82423
"47","ANAB0151@WES","Santa Ana River",2016-05-23,"Trichloronate",10,"ng/L",-118.00199,33.82423
"48","ANAB0151@WES","Santa Ana River",2016-05-23,"TOC",3.68,"mg/L",-118.00199,33.82423
"49","ANAB0151@WES","Santa Ana River",2016-05-23,"TSS",7.5,"mg/L",-118.00199,33.82423
"50","ANAB0151@WES","Santa Ana River",2016-05-23,"Ag",0.2,"ug/L",-118.00199,33.82423
"51","ANAB0151@WES","Santa Ana River",2016-05-23,"As",1.5,"ug/L",-118.00199,33.82423
"52","ANAB0151@WES","Santa Ana River",2016-05-23,"Cd",0.1,"ug/L",-118.00199,33.82423
"53","ANAB0151@WES","Santa Ana River",2016-05-23,"Cr",1,"ug/L",-118.00199,33.82423
"54","ANAB0151@WES","Santa Ana River",2016-05-23,"Cu",3.8,"ug/L",-118.00199,33.82423
"55","ANAB0151@WES","Santa Ana River",2016-05-23,"Fe",20,"ug/L",-118.00199,33.82423
"56","ANAB0151@WES","Santa Ana River",2016-05-23,"Hg",0.05,"ug/L",-118.00199,33.82423
"57","ANAB0151@WES","Santa Ana River",2016-05-23,"Ni",0.99,"ug/L",-118.00199,33.82423
"58","ANAB0151@WES","Santa Ana River",2016-05-23,"Pb",0.21,"ug/L",-118.00199,33.82423
"59","ANAB0151@WES","Santa Ana River",2016-05-23,"Se",1.6,"ug/L",-118.00199,33.82423
"60","ANAB0151@WES","Santa Ana River",2016-05-23,"Zn",17,"ug/L",-118.00199,33.82423
"61","ANAB0151@WES","Santa Ana River",2016-06-30,"AirTemperature",23,"deg C",-118.00199,33.82423
"62","ANAB0151@WES","Santa Ana River",2016-06-30,"Ammonia",0.1,"mg/L",-118.00199,33.82423
"63","ANAB0151@WES","Santa Ana River",2016-06-30,"AnionicSurfactants",0.25,"mg/L",-118.00199,33.82423
"64","ANAB0151@WES","Santa Ana River",2016-06-30,"DaysSinceLastRain",55,"none",-118.00199,33.82423
"65","ANAB0151@WES","Santa Ana River",2016-06-30,"DissolvedCu",0.2,"mg/L",-118.00199,33.82423
"66","ANAB0151@WES","Santa Ana River",2016-06-30,"DissolvedHexCr",0.05,"mg/L",-118.00199,33.82423
"67","ANAB0151@WES","Santa Ana River",2016-06-30,"DO",8.5,"mg/L",-118.00199,33.82423
"68","ANAB0151@WES","Santa Ana River",2016-06-30,"EC",1063,"uS/cm",-118.00199,33.82423
"69","ANAB0151@WES","Santa Ana River",2016-06-30,"Hardness",310,"mg/L",-118.00199,33.82423
"70","ANAB0151@WES","Santa Ana River",2016-06-30,"Total Nitrogen",2,"mg/L",-118.00199,33.82423
"71","ANAB0151@WES","Santa Ana River",2016-06-30,"pH",8.38,"SU",-118.00199,33.82423
"72","ANAB0151@WES","Santa Ana River",2016-06-30,"PipeDischargeRate",0.002,"cfs",-118.00199,33.82423
"73","ANAB0151@WES","Santa Ana River",2016-06-30,"PipeLeafTime",96,"sec/6 ft",-118.00199,33.82423
"74","ANAB0151@WES","Santa Ana River",2016-06-30,"PipeWaterHt",0.06,"ft",-118.00199,33.82423
"75","ANAB0151@WES","Santa Ana River",2016-06-30,"PipeWaterWd",0.9,"ft",-118.00199,33.82423
"76","ANAB0151@WES","Santa Ana River",2016-06-30,"ReacPhosAsP",1.28,"mg/L",-118.00199,33.82423
"77","ANAB0151@WES","Santa Ana River",2016-06-30,"TotalChlorine",0.06,"mg/L",-118.00199,33.82423
"78","ANAB0151@WES","Santa Ana River",2016-06-30,"Turbidity",6.3,"NTU",-118.00199,33.82423
"79","ANAB0151@WES","Santa Ana River",2016-06-30,"WaterTemperature",22.29,"deg C",-118.00199,33.82423
"80","ANAB0151@WES","Santa Ana River",2016-06-30,"ENT",35000,"CFU/100 ml",-118.00199,33.82423
"81","ANAB0151@WES","Santa Ana River",2016-06-30,"FC",74000,"CFU/100 ml",-118.00199,33.82423
"82","ANAB0151@WES","Santa Ana River",2016-06-30,"TC",210000,"CFU/100 ml",-118.00199,33.82423
"83","ANAB0151@WES","Santa Ana River",2016-06-30,"OilAndGrease",14,"mg/L",-118.00199,33.82423
"84","ANAB0151@WES","Santa Ana River",2016-06-30,"Azinphos methyl (Guthion)",10,"ng/L",-118.00199,33.82423
"85","ANAB0151@WES","Santa Ana River",2016-06-30,"Bolstar",10,"ng/L",-118.00199,33.82423
"86","ANAB0151@WES","Santa Ana River",2016-06-30,"Chlorpyrifos",10,"ng/L",-118.00199,33.82423
"87","ANAB0151@WES","Santa Ana River",2016-06-30,"Coumaphos",10,"ng/L",-118.00199,33.82423
"88","ANAB0151@WES","Santa Ana River",2016-06-30,"Demeton-o",10,"ng/L",-118.00199,33.82423
"89","ANAB0151@WES","Santa Ana River",2016-06-30,"Demeton-s",10,"ng/L",-118.00199,33.82423
"90","ANAB0151@WES","Santa Ana River",2016-06-30,"Diazinon",10,"ng/L",-118.00199,33.82423
"91","ANAB0151@WES","Santa Ana River",2016-06-30,"Dichlorvos",10,"ng/L",-118.00199,33.82423
"92","ANAB0151@WES","Santa Ana River",2016-06-30,"Dimethoate",10,"ng/L",-118.00199,33.82423
"93","ANAB0151@WES","Santa Ana River",2016-06-30,"Disulfoton",10,"ng/L",-118.00199,33.82423
"94","ANAB0151@WES","Santa Ana River",2016-06-30,"Ethoprop",10,"ng/L",-118.00199,33.82423
"95","ANAB0151@WES","Santa Ana River",2016-06-30,"Ethyl Parathion",10,"ng/L",-118.00199,33.82423
"96","ANAB0151@WES","Santa Ana River",2016-06-30,"Fensulfothion",10,"ng/L",-118.00199,33.82423
"97","ANAB0151@WES","Santa Ana River",2016-06-30,"Fenthion",10,"ng/L",-118.00199,33.82423
"98","ANAB0151@WES","Santa Ana River",2016-06-30,"Malathion",10,"ng/L",-118.00199,33.82423
"99","ANAB0151@WES","Santa Ana River",2016-06-30,"Merphos",10,"ng/L",-118.00199,33.82423
"100","ANAB0151@WES","Santa Ana River",2016-06-30,"Mevinphos",10,"ng/L",-118.00199,33.82423
"101","ANAB0151@WES","Santa Ana River",2016-06-30,"Naled ",10,"ng/L",-118.00199,33.82423
"102","ANAB0151@WES","Santa Ana River",2016-06-30,"Parathion-methyl",10,"ng/L",-118.00199,33.82423
"103","ANAB0151@WES","Santa Ana River",2016-06-30,"Phorate",10,"ng/L",-118.00199,33.82423
"104","ANAB0151@WES","Santa Ana River",2016-06-30,"Ronnel",10,"ng/L",-118.00199,33.82423
"105","ANAB0151@WES","Santa Ana River",2016-06-30,"Tetrachlorovinphos",10,"ng/L",-118.00199,33.82423
"106","ANAB0151@WES","Santa Ana River",2016-06-30,"Tokuthion",10,"ng/L",-118.00199,33.82423
"107","ANAB0151@WES","Santa Ana River",2016-06-30,"Trichloronate",10,"ng/L",-118.00199,33.82423
"108","ANAB0151@WES","Santa Ana River",2016-06-30,"TOC",10.8,"mg/L",-118.00199,33.82423
"109","ANAB0151@WES","Santa Ana River",2016-06-30,"TSS",14,"mg/L",-118.00199,33.82423
"110","ANAB0151@WES","Santa Ana River",2016-06-30,"Ag",0.2,"ug/L",-118.00199,33.82423
"111","ANAB0151@WES","Santa Ana River",2016-06-30,"As",2.6,"ug/L",-118.00199,33.82423
"112","ANAB0151@WES","Santa Ana River",2016-06-30,"Cd",0.1,"ug/L",-118.00199,33.82423
"113","ANAB0151@WES","Santa Ana River",2016-06-30,"Cr",0.76,"ug/L",-118.00199,33.82423
"114","ANAB0151@WES","Santa Ana River",2016-06-30,"Cu",9.1,"ug/L",-118.00199,33.82423
"115","ANAB0151@WES","Santa Ana River",2016-06-30,"Fe",31,"ug/L",-118.00199,33.82423
"116","ANAB0151@WES","Santa Ana River",2016-06-30,"Hg",0.05,"ug/L",-118.00199,33.82423
"117","ANAB0151@WES","Santa Ana River",2016-06-30,"Ni",2.9,"ug/L",-118.00199,33.82423
"118","ANAB0151@WES","Santa Ana River",2016-06-30,"Pb",0.58,"ug/L",-118.00199,33.82423
"119","ANAB0151@WES","Santa Ana River",2016-06-30,"Se",1.4,"ug/L",-118.00199,33.82423
"120","ANAB0151@WES","Santa Ana River",2016-06-30,"Zn",30,"ug/L",-118.00199,33.82423
"121","ANAB0151@WES","Santa Ana River",2016-07-26,"ENT",35000,"CFU/100 ml",-118.00199,33.82423
"122","ANAB0151@WES","Santa Ana River",2016-07-26,"FC",63000,"CFU/100 ml",-118.00199,33.82423
"123","ANAB0151@WES","Santa Ana River",2016-07-26,"TC",6e+05,"CFU/100 ml",-118.00199,33.82423
"124","ANAB0151@WES","Santa Ana River",2016-07-26,"AirTemperature",29,"deg C",-118.00199,33.82423
"125","ANAB0151@WES","Santa Ana River",2016-07-26,"Ammonia",0.1,"mg/L",-118.00199,33.82423
"126","ANAB0151@WES","Santa Ana River",2016-07-26,"AnionicSurfactants",0.6,"mg/L",-118.00199,33.82423
"127","ANAB0151@WES","Santa Ana River",2016-07-26,"DaysSinceLastRain",81,"none",-118.00199,33.82423
"128","ANAB0151@WES","Santa Ana River",2016-07-26,"DissolvedCu",0.2,"mg/L",-118.00199,33.82423
"129","ANAB0151@WES","Santa Ana River",2016-07-26,"DissolvedHexCr",0.05,"mg/L",-118.00199,33.82423
"130","ANAB0151@WES","Santa Ana River",2016-07-26,"DO",8.23,"mg/L",-118.00199,33.82423
"131","ANAB0151@WES","Santa Ana River",2016-07-26,"EC",952,"uS/cm",-118.00199,33.82423
"132","ANAB0151@WES","Santa Ana River",2016-07-26,"Hardness",390,"mg/L",-118.00199,33.82423
"133","ANAB0151@WES","Santa Ana River",2016-07-26,"Total Nitrogen",2,"mg/L",-118.00199,33.82423
"134","ANAB0151@WES","Santa Ana River",2016-07-26,"pH",8.26,"SU",-118.00199,33.82423
"135","ANAB0151@WES","Santa Ana River",2016-07-26,"PipeDischargeRate",0.008,"cfs",-118.00199,33.82423
"136","ANAB0151@WES","Santa Ana River",2016-07-26,"PipeLeafTime",8.31,"sec/6 ft",-118.00199,33.82423
"137","ANAB0151@WES","Santa Ana River",2016-07-26,"PipeWaterHt",0.035,"ft",-118.00199,33.82423
"138","ANAB0151@WES","Santa Ana River",2016-07-26,"PipeWaterWd",0.75,"ft",-118.00199,33.82423
"139","ANAB0151@WES","Santa Ana River",2016-07-26,"ReacPhosAsP",1.8,"mg/L",-118.00199,33.82423
"140","ANAB0151@WES","Santa Ana River",2016-07-26,"TotalChlorine",0.06,"mg/L",-118.00199,33.82423
"141","ANAB0151@WES","Santa Ana River",2016-07-26,"Turbidity",6.2,"NTU",-118.00199,33.82423
"142","ANAB0151@WES","Santa Ana River",2016-07-26,"WaterTemperature",24.62,"deg C",-118.00199,33.82423
"143","ANAB0151@WES","Santa Ana River",2016-07-26,"MBAS",1,"mg/L",-118.00199,33.82423
"144","ANAB0151@WES","Santa Ana River",2016-07-26,"OilAndGrease",5,"mg/L",-118.00199,33.82423
"145","ANAB0151@WES","Santa Ana River",2016-07-26,"Azinphos methyl (Guthion)",10,"ng/L",-118.00199,33.82423
"146","ANAB0151@WES","Santa Ana River",2016-07-26,"Bolstar",10,"ng/L",-118.00199,33.82423
"147","ANAB0151@WES","Santa Ana River",2016-07-26,"Chlorpyrifos",10,"ng/L",-118.00199,33.82423
"148","ANAB0151@WES","Santa Ana River",2016-07-26,"Coumaphos",10,"ng/L",-118.00199,33.82423
"149","ANAB0151@WES","Santa Ana River",2016-07-26,"Demeton-o",10,"ng/L",-118.00199,33.82423
"150","ANAB0151@WES","Santa Ana River",2016-07-26,"Demeton-s",10,"ng/L",-118.00199,33.82423
"151","ANAB0151@WES","Santa Ana River",2016-07-26,"Diazinon",10,"ng/L",-118.00199,33.82423
"152","ANAB0151@WES","Santa Ana River",2016-07-26,"Dichlorvos",10,"ng/L",-118.00199,33.82423
"153","ANAB0151@WES","Santa Ana River",2016-07-26,"Dimethoate",10,"ng/L",-118.00199,33.82423
"154","ANAB0151@WES","Santa Ana River",2016-07-26,"Disulfoton",10,"ng/L",-118.00199,33.82423
"155","ANAB0151@WES","Santa Ana River",2016-07-26,"Ethoprop",10,"ng/L",-118.00199,33.82423
"156","ANAB0151@WES","Santa Ana River",2016-07-26,"Ethyl Parathion",10,"ng/L",-118.00199,33.82423
"157","ANAB0151@WES","Santa Ana River",2016-07-26,"Fensulfothion",10,"ng/L",-118.00199,33.82423
"158","ANAB0151@WES","Santa Ana River",2016-07-26,"Fenthion",10,"ng/L",-118.00199,33.82423
"159","ANAB0151@WES","Santa Ana River",2016-07-26,"Malathion",10,"ng/L",-118.00199,33.82423
"160","ANAB0151@WES","Santa Ana River",2016-07-26,"Merphos",10,"ng/L",-118.00199,33.82423
"161","ANAB0151@WES","Santa Ana River",2016-07-26,"Mevinphos",10,"ng/L",-118.00199,33.82423
"162","ANAB0151@WES","Santa Ana River",2016-07-26,"Naled ",10,"ng/L",-118.00199,33.82423
"163","ANAB0151@WES","Santa Ana River",2016-07-26,"Parathion-methyl",10,"ng/L",-118.00199,33.82423
"164","ANAB0151@WES","Santa Ana River",2016-07-26,"Phorate",10,"ng/L",-118.00199,33.82423
"165","ANAB0151@WES","Santa Ana River",2016-07-26,"Ronnel",10,"ng/L",-118.00199,33.82423
"166","ANAB0151@WES","Santa Ana River",2016-07-26,"Tetrachlorovinphos",10,"ng/L",-118.00199,33.82423
"167","ANAB0151@WES","Santa Ana River",2016-07-26,"Tokuthion",10,"ng/L",-118.00199,33.82423
"168","ANAB0151@WES","Santa Ana River",2016-07-26,"Trichloronate",10,"ng/L",-118.00199,33.82423
"169","ANAB0151@WES","Santa Ana River",2016-07-26,"TOC",14.1,"mg/L",-118.00199,33.82423
"170","ANAB0151@WES","Santa Ana River",2016-07-26,"TSS",13,"mg/L",-118.00199,33.82423
"171","ANAB0151@WES","Santa Ana River",2016-07-26,"Ag",0.2,"ug/L",-118.00199,33.82423
"172","ANAB0151@WES","Santa Ana River",2016-07-26,"As",3,"ug/L",-118.00199,33.82423
"173","ANAB0151@WES","Santa Ana River",2016-07-26,"Cd",0.1,"ug/L",-118.00199,33.82423
"174","ANAB0151@WES","Santa Ana River",2016-07-26,"Cr",0.72,"ug/L",-118.00199,33.82423
"175","ANAB0151@WES","Santa Ana River",2016-07-26,"Cu",9.3,"ug/L",-118.00199,33.82423
"176","ANAB0151@WES","Santa Ana River",2016-07-26,"Fe",41,"ug/L",-118.00199,33.82423
"177","ANAB0151@WES","Santa Ana River",2016-07-26,"Hg",0.05,"ug/L",-118.00199,33.82423
"178","ANAB0151@WES","Santa Ana River",2016-07-26,"Ni",3.2,"ug/L",-118.00199,33.82423
"179","ANAB0151@WES","Santa Ana River",2016-07-26,"Pb",1.4,"ug/L",-118.00199,33.82423
"180","ANAB0151@WES","Santa Ana River",2016-07-26,"Se",1.4,"ug/L",-118.00199,33.82423
"181","ANAB0151@WES","Santa Ana River",2016-07-26,"Zn",64,"ug/L",-118.00199,33.82423
"182","ANAB0151@WES","Santa Ana River",2016-08-23,"AirTemperature",22,"deg C",-118.00199,33.82423
"183","ANAB0151@WES","Santa Ana River",2016-08-23,"Ammonia",0.1,"mg/L",-118.00199,33.82423
"184","ANAB0151@WES","Santa Ana River",2016-08-23,"AnionicSurfactants",0.25,"mg/L",-118.00199,33.82423
"185","ANAB0151@WES","Santa Ana River",2016-08-23,"DaysSinceLastRain",109,"none",-118.00199,33.82423
"186","ANAB0151@WES","Santa Ana River",2016-08-23,"DissolvedCu",0.2,"mg/L",-118.00199,33.82423
"187","ANAB0151@WES","Santa Ana River",2016-08-23,"DissolvedHexCr",0.05,"mg/L",-118.00199,33.82423
"188","ANAB0151@WES","Santa Ana River",2016-08-23,"DO",7.33,"mg/L",-118.00199,33.82423
"189","ANAB0151@WES","Santa Ana River",2016-08-23,"EC",1060,"uS/cm",-118.00199,33.82423
"190","ANAB0151@WES","Santa Ana River",2016-08-23,"Hardness",350,"mg/L",-118.00199,33.82423
"191","ANAB0151@WES","Santa Ana River",2016-08-23,"Total Nitrogen",2,"mg/L",-118.00199,33.82423
"192","ANAB0151@WES","Santa Ana River",2016-08-23,"pH",8.27,"SU",-118.00199,33.82423
"193","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeDischargeRate",0.007,"cfs",-118.00199,33.82423
"194","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeLeafTime",15.14,"sec/6 ft",-118.00199,33.82423
"195","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeWaterHt",0.045,"ft",-118.00199,33.82423
"196","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeWaterWd",0.85,"ft",-118.00199,33.82423
"197","ANAB0151@WES","Santa Ana River",2016-08-23,"ReacPhosAsP",1.5,"mg/L",-118.00199,33.82423
"198","ANAB0151@WES","Santa Ana River",2016-08-23,"TotalChlorine",0.06,"mg/L",-118.00199,33.82423
"199","ANAB0151@WES","Santa Ana River",2016-08-23,"Turbidity",2.5,"NTU",-118.00199,33.82423
"200","ANAB0151@WES","Santa Ana River",2016-08-23,"WaterTemperature",22.39,"deg C",-118.00199,33.82423
"201","ANAB0151@WES","Santa Ana River",2016-08-23,"ENT",35000,"CFU/100 ml",-118.00199,33.82423
"202","ANAB0151@WES","Santa Ana River",2016-08-23,"FC",12000,"CFU/100 ml",-118.00199,33.82423
"203","ANAB0151@WES","Santa Ana River",2016-08-23,"TC",38000,"CFU/100 ml",-118.00199,33.82423
"204","ANAB0151@WES","Santa Ana River",2016-08-23,"AirTemperature",22,"deg C",-118.00199,33.82423
"205","ANAB0151@WES","Santa Ana River",2016-08-23,"Ammonia",0.1,"mg/L",-118.00199,33.82423
"206","ANAB0151@WES","Santa Ana River",2016-08-23,"AnionicSurfactants",0.25,"mg/L",-118.00199,33.82423
"207","ANAB0151@WES","Santa Ana River",2016-08-23,"DaysSinceLastRain",109,"none",-118.00199,33.82423
"208","ANAB0151@WES","Santa Ana River",2016-08-23,"DissolvedCu",0.2,"mg/L",-118.00199,33.82423
"209","ANAB0151@WES","Santa Ana River",2016-08-23,"DissolvedHexCr",0.05,"mg/L",-118.00199,33.82423
"210","ANAB0151@WES","Santa Ana River",2016-08-23,"DO",7.33,"mg/L",-118.00199,33.82423
"211","ANAB0151@WES","Santa Ana River",2016-08-23,"EC",1060,"uS/cm",-118.00199,33.82423
"212","ANAB0151@WES","Santa Ana River",2016-08-23,"Hardness",350,"mg/L",-118.00199,33.82423
"213","ANAB0151@WES","Santa Ana River",2016-08-23,"Total Nitrogen",2,"mg/L",-118.00199,33.82423
"214","ANAB0151@WES","Santa Ana River",2016-08-23,"pH",8.27,"SU",-118.00199,33.82423
"215","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeDischargeRate",0.007,"cfs",-118.00199,33.82423
"216","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeLeafTime",15.14,"sec/6 ft",-118.00199,33.82423
"217","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeWaterHt",0.045,"ft",-118.00199,33.82423
"218","ANAB0151@WES","Santa Ana River",2016-08-23,"PipeWaterWd",0.85,"ft",-118.00199,33.82423
"219","ANAB0151@WES","Santa Ana River",2016-08-23,"ReacPhosAsP",1.5,"mg/L",-118.00199,33.82423
"220","ANAB0151@WES","Santa Ana River",2016-08-23,"TotalChlorine",0.06,"mg/L",-118.00199,33.82423
"221","ANAB0151@WES","Santa Ana River",2016-08-23,"Turbidity",2.5,"NTU",-118.00199,33.82423
"222","ANAB0151@WES","Santa Ana River",2016-08-23,"WaterTemperature",22.39,"deg C",-118.00199,33.82423
"223","ANAB0151@WES","Santa Ana River",2016-08-23,"OilAndGrease",5,"mg/L",-118.00199,33.82423
"224","ANAB0151@WES","Santa Ana River",2016-08-23,"Azinphos methyl (Guthion)",10,"ng/L",-118.00199,33.82423
"225","ANAB0151@WES","Santa Ana River",2016-08-23,"Bolstar",10,"ng/L",-118.00199,33.82423
"226","ANAB0151@WES","Santa Ana River",2016-08-23,"Chlorpyrifos",10,"ng/L",-118.00199,33.82423
"227","ANAB0151@WES","Santa Ana River",2016-08-23,"Coumaphos",10,"ng/L",-118.00199,33.82423
"228","ANAB0151@WES","Santa Ana River",2016-08-23,"Demeton-o",10,"ng/L",-118.00199,33.82423
"229","ANAB0151@WES","Santa Ana River",2016-08-23,"Demeton-s",10,"ng/L",-118.00199,33.82423
"230","ANAB0151@WES","Santa Ana River",2016-08-23,"Diazinon",10,"ng/L",-118.00199,33.82423
"231","ANAB0151@WES","Santa Ana River",2016-08-23,"Dichlorvos",10,"ng/L",-118.00199,33.82423
"232","ANAB0151@WES","Santa Ana River",2016-08-23,"Dimethoate",10,"ng/L",-118.00199,33.82423
"233","ANAB0151@WES","Santa Ana River",2016-08-23,"Disulfoton",10,"ng/L",-118.00199,33.82423
"234","ANAB0151@WES","Santa Ana River",2016-08-23,"Ethoprop",10,"ng/L",-118.00199,33.82423
"235","ANAB0151@WES","Santa Ana River",2016-08-23,"Ethyl Parathion",10,"ng/L",-118.00199,33.82423
"236","ANAB0151@WES","Santa Ana River",2016-08-23,"Fensulfothion",10,"ng/L",-118.00199,33.82423
"237","ANAB0151@WES","Santa Ana River",2016-08-23,"Fenthion",10,"ng/L",-118.00199,33.82423
"238","ANAB0151@WES","Santa Ana River",2016-08-23,"Malathion",10,"ng/L",-118.00199,33.82423
"239","ANAB0151@WES","Santa Ana River",2016-08-23,"Merphos",10,"ng/L",-118.00199,33.82423
"240","ANAB0151@WES","Santa Ana River",2016-08-23,"Mevinphos",10,"ng/L",-118.00199,33.82423
"241","ANAB0151@WES","Santa Ana River",2016-08-23,"Naled ",10,"ng/L",-118.00199,33.82423
"242","ANAB0151@WES","Santa Ana River",2016-08-23,"Parathion-methyl",10,"ng/L",-118.00199,33.82423
"243","ANAB0151@WES","Santa Ana River",2016-08-23,"Phorate",10,"ng/L",-118.00199,33.82423
"244","ANAB0151@WES","Santa Ana River",2016-08-23,"Ronnel",10,"ng/L",-118.00199,33.82423
"245","ANAB0151@WES","Santa Ana River",2016-08-23,"Tetrachlorovinphos",10,"ng/L",-118.00199,33.82423
"246","ANAB0151@WES","Santa Ana River",2016-08-23,"Tokuthion",10,"ng/L",-118.00199,33.82423
"247","ANAB0151@WES","Santa Ana River",2016-08-23,"Trichloronate",10,"ng/L",-118.00199,33.82423
"248","ANAB0151@WES","Santa Ana River",2016-08-23,"TOC",7.54,"mg/L",-118.00199,33.82423
"249","ANAB0151@WES","Santa Ana River",2016-08-23,"TSS",11,"mg/L",-118.00199,33.82423
"250","ANAB0151@WES","Santa Ana River",2016-08-23,"Ag",0.2,"ug/L",-118.00199,33.82423
"251","ANAB0151@WES","Santa Ana River",2016-08-23,"As",2.6,"ug/L",-118.00199,33.82423
